$1_superfecta.numbers,$1_superfecta.paid,$1_trifecta.numbers,$1_trifecta.paid,$2_exacta.numbers,$2_exacta.paid,1.daily_double.numbers,1.daily_double.paid,1.exacta.numbers,1.exacta.paid,1.first.gate,1.first.name,1.first.place,1.first.show,1.first.win,1.second.gate,1.second.name,1.second.place,1.second.show,1.superfecta.numbers,1.superfecta.paid,1.third.gate,1.third.name,1.third.show,1.trifecta.numbers,1.trifecta.paid,10.daily_double.numbers,10.daily_double.paid,10.exacta.numbers,10.exacta.paid,10.first.gate,10.first.name,10.first.place,10.first.show,10.first.win,10.pick_3.numbers,10.pick_3.paid,10.pick_4.numbers,10.pick_4.paid,10.pick_5.numbers,10.pick_5.paid,10.second.gate,10.second.name,10.second.place,10.second.show,10.superfecta.numbers,10.superfecta.paid,10.third.gate,10.third.name,10.third.show,11.daily_double.numbers,11.daily_double.paid,11.exacta.numbers,11.exacta.paid,11.first.gate,11.first.name,11.first.place,11.first.show,11.first.win,11.pick_3.numbers,11.pick_3.paid,11.pick_4.numbers,11.pick_4.paid,11.pick_5.numbers,11.pick_5.paid,11.second.gate,11.second.name,11.second.place,11.second.show,11.superfecta.numbers,11.superfecta.paid,11.third.gate,11.third.name,11.third.show,11.trifecta.numbers,11.trifecta.paid,2.daily_double.numbers,2.daily_double.paid,2.exacta.numbers,2.exacta.paid,2.first.gate,2.first.name,2.first.place,2.first.show,2.first.win,2.second.gate,2.second.name,2.second.place,2.second.show,2.superfecta.numbers,2.superfecta.paid,2.third.gate,2.third.name,2.third.show,2.trifecta.numbers,2.trifecta.paid,3.daily_double.numbers,3.daily_double.paid,3.exacta.numbers,3.exacta.paid,3.first.gate,3.first.name,3.first.place,3.first.show,3.first.win,3.pick_3.numbers,3.pick_3.paid,3.second.gate,3.second.name,3.second.place,3.second.show,3.superfecta.numbers,3.superfecta.paid,3.third.gate,3.third.name,3.third.show,3.trifecta.numbers,3.trifecta.paid,4.daily_double.numbers,4.daily_double.paid,4.exacta.numbers,4.exacta.paid,4.first.gate,4.first.name,4.first.place,4.first.show,4.first.win,4.pick_3.numbers,4.pick_3.paid,4.pick_4.numbers,4.pick_4.paid,4.second.gate,4.second.name,4.second.place,4.second.show,4.superfecta.numbers,4.superfecta.paid,4.third.gate,4.third.name,4.third.show,4.trifecta.numbers,4.trifecta.paid,5.daily_double.numbers,5.daily_double.paid,5.exacta.numbers,5.exacta.paid,5.first.gate,5.first.name,5.first.place,5.first.show,5.first.win,5.pick_3.numbers,5.pick_3.paid,5.second.gate,5.second.name,5.second.place,5.second.show,5.superfecta.numbers,5.superfecta.paid,5.third.gate,5.third.name,5.third.show,5.trifecta.numbers,5.trifecta.paid,6.daily_double.numbers,6.daily_double.paid,6.exacta.numbers,6.exacta.paid,6.first.gate,6.first.name,6.first.place,6.first.show,6.first.win,6.pick_3.numbers,6.pick_3.paid,6.second.gate,6.second.name,6.second.place,6.second.show,6.superfecta.numbers,6.superfecta.paid,6.third.gate,6.third.name,6.third.show,6.trifecta.numbers,6.trifecta.paid,7.daily_double.numbers,7.daily_double.paid,7.exacta.numbers,7.exacta.paid,7.first.gate,7.first.name,7.first.place,7.first.show,7.first.win,7.pick_3.numbers,7.pick_3.paid,7.pick_4.numbers,7.pick_4.paid,7.second.gate,7.second.name,7.second.place,7.second.show,7.superfecta.numbers,7.superfecta.paid,7.third.gate,7.third.name,7.third.show,7.trifecta.numbers,7.trifecta.paid,8.daily_double.numbers,8.daily_double.paid,8.exacta.numbers,8.exacta.paid,8.first.gate,8.first.name,8.first.place,8.first.show,8.first.win,8.pick_3.numbers,8.pick_3.paid,8.second.gate,8.second.name,8.second.place,8.second.show,8.superfecta.numbers,8.superfecta.paid,8.third.gate,8.third.name,8.third.show,8.trifecta.numbers,8.trifecta.paid,9.daily_double.numbers,9.daily_double.paid,9.exacta.numbers,9.exacta.paid,9.first.gate,9.first.name,9.first.place,9.first.show,9.first.win,9.pick_3.numbers,9.pick_3.paid,9.pick_4.numbers,9.pick_4.paid,9.pick_5.numbers,9.pick_5.paid,9.second.gate,9.second.name,9.second.place,9.second.show,9.superfecta.numbers,9.superfecta.paid,9.third.gate,9.third.name,9.third.show,9.trifecta.numbers,9.trifecta.paid,year
,,,,,,,,4-2,136.6,4,Savorite,13.8,9.0,23.4,2,Katie O.,4.4,3.4,4-2-6-3,2435.0,6,Doodle's Candy,3.2,4-2-6,522.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-1,101.2,1-6,19.0,1,Overton Square,3.0,2.4,5.4,6,This Ones For Tony,3.6,2.6,,,5,Shere Khan,3.2,1-6-5,65.4,1-6,57.0,6-3,43.6,6,On The Same Page,6.8,2.8,17.4,,,3,Who's Mary's Daddy,3.6,2.2,,,5,Rock Hard Cat,2.4,6-3-5,127.8,6-5,53.4,5-3,15.2,5,Wonderful Miss Bea,3.2,2.2,5.6,,,,,3,Fab Autumn Girl,3.2,2.4,5-3-6-1,69.0,6,Charminjustcharmin,2.4,,,5-3,35.8,3-5,18.4,3,Z Rockstar,3.0,2.6,9.6,,,5,Strike One,2.4,2.1,,,4,Browneyed Bachelor,3.4,3-5-4,157.0,3-8,53.0,8-7,75.6,8,Paroled,4.4,3.0,6.8,,,7,Clever Royal,8.4,5.8,8-7-5-4,846.8,5,Benergy,4.0,,,8-7,13.2,7-5,8.0,7,Otis My Man,2.2,2.1,3.0,,,,,5,Reeder,3.8,2.6,7-5-6-3,42.6,6,Boss Gone,2.6,,,7-6,27.0,6-2,63.4,6,Serendip,6.8,3.8,20.6,,,2,Saa Mi,3.2,2.4,,,1,Woodfield Springs,2.1,6-2-1,131.4,6-1,60.8,1-6,46.0,1,Morning Star,4.2,2.6,8.6,,,,,,,6,Shift Colors,4.2,3.0,1-6-10-4,315.2,10,Late Night Artist,2.6,,,2014-06-01
,,,,,,,,1-3,34.8,1,Gallant Eagle (ire),4.4,2.2,8.6,3,Glint,5.0,2.4,,,2,Crooked As Can Be,2.1,1-3-2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-3,21.0,3-6,6.0,3,Freebie's Sister,2.2,2.1,3.6,6,Abelha Maestra,2.4,2.1,,,2,China Melissa,2.8,3-6-2,17.6,3-5,8.8,5-2,29.2,5,Conquest Bigluck E,3.0,2.8,5.2,,,2,Morning Buzz,6.0,6.2,5-2-4-6,188.8,4,Lord Tyrion,2.8,,,5-7,91.2,7-5,120.2,7,Sadler's Warrior,8.0,3.2,16.2,,,,,5,George And John,8.4,3.0,7-5-2-3,1724.6,2,Lucky Pursuit,2.1,,,7-6,70.2,6-4,15.0,6,Heykittykittykitty,2.8,2.2,4.6,,,4,Little Gidding,3.8,3.0,6-4-3-1,564.4,3,Annafromindiana,5.8,,,6-1,14.0,1-4,25.8,,Finding Candy,2.8,2.1,4.2,,,4,Wagson,4.4,3.4,1-4-3-7,959.8,3,Grey By You,4.0,,,1-5,17.8,5-1,20.6,5,Senior Prom,3.2,5.4,6.6,,,,,1,Miracle Run,3.4,8.8,,,6,Grit And Grace,12.2,5-1-6,71.6,5-3,22.6,3-4,50.6,3,Share The Sugar,3.4,3.0,4.6,,,4,La Reine Bourbon,8.4,5.2,3-4-8-10,2022.2,8,Courageous Julie,4.2,,,3-5,17.2,5-9,16.8,5,Silver Antelope,3.0,2.4,5.6,,,,,,,9,Pure Luxury,4.0,2.8,5-9-4-6,236.8,4,Marshall Raylan,4.2,,,2014-06-05
,,,,,,,,1-3,20.6,,Class Ready,2.4,2.1,2.6,1,Odom,2.4,2.1,,,3,Assipattle,4.0,1-3-4,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1,19.4,1-3,49.4,1,Judy Judy Judy,4.4,2.6,11.2,3,Incompatible,3.0,2.1,,,4,Hike,2.1,1-3-4,100.8,1-3,26.0,3-2,37.4,3,Teller Terri,3.0,2.2,3.8,,,2,Trick My Ride,11.0,4.4,3-2-7-6,465.8,7,Ariadna,2.6,,,3-4,32.8,4-6,47.8,4,Hidden Brook,3.8,3.0,9.0,,,,,6,Good Times Rambles,4.4,3.2,4-6-2-1,602.0,2,Apple Orchard,3.6,,,4-2,21.2,2-4,34.6,2,Quite Explosive,3.2,2.4,4.4,,,4,Sluiceway,10.0,4.6,2-4-6-5,277.6,6,Lady Susan,2.4,,,2-4,44.2,4-2,36.4,4,Iwantthat,5.2,4.4,15.6,,,2,Sequiota,2.2,2.1,4-2-10-7,940.4,10,Cause To Celebrate,9.2,,,4-5,35.2,5-3,19.8,5,One King's Man,2.6,2.2,3.6,,,,,3,Double Rah Rah,4.6,3.2,5-3-6-1,85.2,6,Bernie The Maestro,2.6,,,5-1,10.6,1-2,59.4,1,General Jack,3.6,2.6,5.0,,,2,Broadway Zen,12.2,8.8,1-2-6-5,1576.4,6,Mygalsal,3.4,,,1-4,15.4,4-5,25.2,4,Kamchatka,3.2,2.6,4.8,,,,,,,5,Fela Kuti,4.2,3.2,4-5-1-8,868.0,1,A Better Tomorrow,5.4,,,2014-06-06
,,,,,,,,4-5,7.8,4,Sharp Harbour,2.2,,4.2,5,Wordly Dreamer,2.4,,,,2,Professor Trek,,,,6-1,65.0,1-9,63.4,1,Claymaker,5.4,4.0,11.4,,,,,,,9,Noble Bird,5.4,4.2,1-9-7-2,10229.6,7,Thunder Moon,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6,20.0,6-3,24.2,6,Maybe Lily,3.4,2.4,5.6,3,True Kinection,7.4,3.4,,,2,Jogget,2.4,6-3-2,77.8,6-8,22.0,8-6,27.2,8,Bern' James Bern,4.0,3.2,6.4,,,6,Bold Shot,4.4,3.8,8-6-1-3,451.0,1,Above The Bar,7.4,,,8-3,138.0,3-6,166.8,3,Brink Of War,15.6,6.4,38.6,,,,,6,Duval,5.4,3.2,3-6-5-4,834.6,5,Relentless Spirit,2.8,,,3-6,81.8,6-7,21.2,6,One Tango Charlie,3.2,2.4,7.0,,,7,Set Of J's,2.8,2.1,6-7-1-3,129.0,1,Zip N Run,2.4,,,6-4,26.0,4-9,96.6,4,Sportscaster,4.0,2.8,7.0,,,9,Lori's Darling,13.2,5.4,4-9-6-3,1501.0,6,Spring Action,3.8,,,4-4,52.0,4-5,61.0,4,So Raise Yourglass,7.0,3.8,12.8,,,,,5,Herd Mentality,6.8,3.8,4-5-7-1,1237.4,7,Smoking Romance,4.6,,,4-1,176.4,1-3,141.2,1,Honey Hues,10.4,6.4,29.6,,,3,I'm Already Sexy,5.0,3.4,1-3-8-6,12191.2,8,Maid On A Mission,8.6,,,1-6,188.4,6-4,70.0,6,Big Town,4.6,3.0,9.2,,,,,,,4,Morgan's Guerrilla,6.8,4.0,6-4-5-7,1561.4,5,Cary Street,3.8,,,2014-06-07
,,,,,,,,5-2,32.0,5,Key Point,3.4,3.2,13.2,2,Copy Catter,2.2,2.2,,,3,April One,4.4,5-2-3,166.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-1,35.2,1-4,12.2,1,Dynamic Knight,2.8,2.4,4.0,4,Z Camelot,3.8,3.0,1-4-6-3,141.8,6,Theodore's Cash,4.6,,,1-3,22.8,3-1,24.8,3,Too Cool,3.6,2.8,10.0,,,1,Oh Wise One,2.2,2.1,3-1-2-5,137.0,2,Run Hide My Girl,3.2,,,3-6,53.8,6-5,96.2,6,Rachel's Ready,8.4,4.6,17.8,,,,,5,Ol Sanish,7.0,4.6,6-5-8-2,1095.6,8,Greely's Striker,4.6,,,6-3,27.0,3-1,16.2,3,Befuddler,2.6,2.1,5.0,,,1,Spittin' Feathers,3.8,2.2,,,4,Demure Halo,2.1,3-1-4,19.8,3-4,18.6,4-8,15.4,4,Mizzen Miss,3.4,2.8,6.6,,,8,Mizzen Moon,3.2,2.6,4-8-7-3,1129.2,7,Quality Moment,5.0,,,4-3,14.8,3-4,8.2,3,Clear The Clover,2.2,2.1,3.0,,,,,4,Go Daddy Girl,2.8,2.4,3-4-1-6,96.2,1,Have Faith Sister,3.2,,,3-5,38.2,5-4,62.2,5,Devious D'oro,5.6,3.0,16.0,,,4,Tiz May West,3.4,2.4,5-4-7-1,609.8,7,Swept Up,2.2,,,5-9,140.4,9-5,120.4,9,Jane's Heir,9.0,5.2,18.0,,,,,,,5,Bustle,8.0,4.8,9-5-6-7,1392.8,6,Get Real,3.4,,,2014-06-08
,,,,,,,,4-5,7.4,4,Pocket Medal,,,4.6,5,Calbo,,,,,1,Great Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-5,26.2,5-2,48.4,5,County Corrections,3.4,2.8,5.8,2,Alert And Perky,11.4,4.2,5-2-4-3,493.8,4,Mr. Right,2.8,,,5-2,49.4,2-7,71.8,2,Kodiak Syd,5.8,3.0,14.0,,,7,Muvnon,5.4,3.4,,,3,Artillery,2.8,2-7-3,209.4,2-4,178.2,4-6,43.8,4,Gift Receipt,7.4,4.2,23.2,,,,,6,Magical Moon,2.4,2.1,4-6-2-8,206.0,2,Laser Cat,2.6,,,4-1,45.6,1-8,11.6,1,Steel Cut,2.2,2.2,3.4,,,8,Don't Tell Me No,3.4,3.0,1-8-6-7,232.0,6,She's Messi,6.8,,,1-1,9.2,1-2,39.6,1,Tapitsphere,4.2,3.0,7.4,,,2,Mercer Mill Mae,6.6,4.2,1-2-7-6,854.4,7,Lockport,4.0,,,1-8,43.0,8-10,71.4,8,Casino Dan,5.0,3.2,9.0,,,,,10,Piceance,9.8,5.6,8-10-2-3,1295.0,2,Rei,3.2,,,8-7,26.6,7-5,18.2,7,Lil Honey Badger,2.8,2.2,3.8,,,5,Perfect Setting,5.0,2.6,7-5-2-4,191.8,2,Rhinestone Diva,2.8,,,7-2,18.0,2-9,54.2,2,Xaverian,3.8,3.4,6.8,,,,,,,9,Havlicek,5.6,4.2,2-9-4-5,3330.0,4,Iced Over,10.2,,,2014-06-12
,,,,,,,,1-3,12.0,1,Highroller Dave,2.1,,3.0,3,Da Don,3.4,,,,5,Mosquillo,,1-3-5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,8.6,6-3,23.6,6,Nick's Pick,3.6,3.0,5.8,3,Courtmaster,5.0,3.4,6-3-1-4,330.4,1,Barber Shop Rock,3.6,,,6-2,14.6,2-1,12.6,2,Kowboy Tuff,2.8,2.2,4.6,,,1,Tyler T,3.8,2.4,2-1-4-3,291.6,4,Fronkonsteen,2.6,,,2-2,9.8,2-5,8.6,2,Shy Rosa,2.2,2.1,3.6,,,,,5,Angie's Prim Lady,3.4,2.2,,,6,Hero Wisdom,2.8,2-5-6,12.8,2-7,43.2,7-4,310.8,7,Trace Creek,14.8,8.2,39.0,,,4,Heuston (ire),7.8,5.6,7-4-6-2,6811.4,6,Lurego,4.6,,,7-3,90.2,3-6,17.4,3,Rumba,3.2,2.4,5.2,,,6,Cora Mesa,4.2,2.6,3-6-4-2,289.4,4,Treaty Oak,2.4,,,3-3,18.6,3-7,43.6,3,Nice Number,4.4,3.4,8.0,,,,,7,Sagittars Stars,5.4,3.8,3-7-4-1,853.0,4,Cat With A Twist,3.8,,,3-7,25.8,7-4,10.4,7,Unbridledexplosion,2.4,2.1,5.2,,,4,Cali Star,2.2,2.1,7-4-2-6,132.8,2,Impetuous Youth,2.4,,,7-6,17.6,6-1,17.4,6,Keening,2.8,2.2,4.4,,,,,,,1,Annulment,4.2,2.8,6-1-7-8,146.4,7,Kitten's Queen,2.6,,,2014-06-13
,,,,,,,,5-3,13.0,5,Dynamical,2.6,2.2,4.2,3,Cold Facts,4.6,2.6,,,1,Malibu High,2.6,5-3-1,51.6,6-4,15.0,4-5,29.4,4,Valiant Boy Sbfar,2.8,2.4,3.4,,,,,,,5,Rb Champagne Taste,6.6,4.2,4-5-1-3,306.2,1,Brute,3.2,4-7,56.4,7-4,68.4,7,Indian Fiesta,5.8,3.4,16.4,,,,,,,4,Sherika,5.2,3.2,7-4-5-2,444.0,5,Miz Minnie Moon,3.6,,,5-2,30.6,2-3,77.8,2,Life At Sea,5.6,4.4,10.6,3,Key For Success,17.6,8.0,2-3-1-4,3946.4,1,Stormy Dan,8.2,,,2-9,40.8,9-4,17.8,9,Marine Patrol,3.0,2.4,5.2,,,4,Depeche Chat,3.6,3.0,9-4-3-2,457.4,3,San Antone,4.6,,,9-5,11.2,5-3,16.8,5,Carve,2.8,2.2,5.0,,,,,3,Pick Of The Litter,3.0,2.2,5-3-4-1,64.8,4,Guilt Trip,2.6,,,5-1,18.4,1-2,65.8,,Highball,4.4,3.2,7.6,,,2,Kilted Cowboy,6.6,4.2,1-2-4-8,1820.6,4,Northeast Bound,4.2,,,1-2,23.2,2-7,20.8,2,Tapiture,2.8,2.4,4.0,,,7,Ulanbator,5.8,4.2,2-7-5-1,749.2,5,Almost Famous,3.0,,,2-2,73.6,2-6,81.2,2,Molly Morgan,7.8,3.6,23.4,,,,,6,Flashy American,4.8,3.0,2-6-5-3,1592.4,5,Fiftyshadesofhay,2.8,,,2-3,275.6,3-4,102.2,3,Moonshine Mullin,9.0,5.2,22.0,,,4,Will Take Charge,4.6,3.4,3-4-6-5,5307.0,6,Departing,3.6,,,3-6,170.0,6-5,92.0,6,Aurelia's Belle,4.6,4.0,8.8,,,,,,,5,Personal Diary,10.2,5.8,6-5-1-4,2926.0,1,Kiss Moon,5.4,,,2014-06-14
,,,,,,,,2-4,21.4,2,Lexingtonian,3.6,2.6,9.8,4,Jinx The Cat,2.2,2.1,,,6,Snaggedem,3.4,2-4-6,160.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5,56.4,5-4,13.8,5,Miss Ziggy,2.6,2.1,8.2,4,Another Trick,2.1,2.1,5-4-2-6,42.4,2,Drivingmitziandmax,2.8,,,5-5,43.0,5-6,21.0,5,Our Noble Heart,3.8,2.8,8.6,,,6,Archenland,2.8,2.2,5-6-1-4,130.6,1,Practice Tee,2.6,,,5-6,33.8,6-4,24.6,6,Heart's Song,3.6,2.6,10.0,,,,,4,Make The Sun Shine,3.0,2.2,6-4-2-5,191.4,2,Indian Annie,2.6,,,6-6,24.2,6-5,10.6,6,Defoe Street,2.2,2.1,3.2,,,5,With Excellence,3.4,2.4,6-5-1-2,101.0,1,Something Blue,2.4,,,6-7,8.0,7-2,10.6,7,Flashy Gal,2.2,2.2,3.8,,,2,Tap Twenty One,3.0,2.8,7-2-6-1,633.2,6,Fashion City,6.4,,,7-3,8.0,3-8,11.2,3,Rocket Time,2.4,2.2,4.0,,,,,8,Act Of Heroism,3.2,2.6,3-8-5-2,498.8,5,Match Up,8.0,,,3-11,23.0,11-2,26.2,11,White Rose,3.2,2.2,7.4,,,2,Topic,3.4,2.4,11-2-6-7,664.0,6,Seanchai,4.6,,,11-5,317.4,5-4,196.6,5,Malleable,16.2,9.2,46.4,,,,,,,4,This Ones For Tony,3.4,2.6,5-4-1-8,6742.2,1,Bourbon Chase,6.0,,,2014-06-15
,,,,,,,,1-4,32.0,1,New Found King,4.8,2.4,10.0,4,E Pluribus,4.2,2.4,1-4-5-3,186.2,5,Roque Bluff,2.1,1-4-5,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-7,22.8,7-5,11.8,7,Lake Creek,3.0,2.6,4.2,5,Gita's Mahal,4.6,2.8,7-5-3-2,439.6,3,Five Times Again,4.8,,,7-2,26.0,2-4,63.8,2,Danzig Gold,5.6,3.6,12.0,,,4,Malibu Springs,6.6,4.0,2-4-5-7,739.0,5,Umustbekidding,3.2,,,2-3,35.0,3-6,61.2,3,Centella,3.2,2.6,4.8,,,,,6,Little Stevie Girl,10.2,5.4,3-6-1-5,1534.8,1,Dixie Fiction,6.2,,,3-7,133.0,7-3,460.6,7,Highway To Fame,27.2,10.2,77.4,,,3,Magic Apple,9.2,4.8,7-3-5-6,8274.6,5,Croninthebarbarian,3.0,,,7-4,289.4,4-6,13.2,4,Congenial,2.6,2.6,5.6,,,6,The Best Glacier,2.6,2.2,4-6-2-5,542.2,2,Jazil Bell,3.8,,,4-1,101.6,1-3,148.6,1,Rincon Behr,11.8,9.4,24.2,,,,,3,Aztec Brave (fr),5.2,4.2,1-3-6-8,12131.2,6,Forfeit,13.6,,,1-8,484.2,8-7,297.8,8,My Christini,9.8,4.8,22.0,,,7,Spring Included,21.0,7.6,8-7-3-5,7285.2,3,Avicii,5.0,,,8-3,183.2,3-9,756.2,3,Pernicious,9.6,7.6,20.6,,,,,,,9,Major Darby,59.0,26.6,3-9-2-10,109079.2,2,Sadler's Warrior,22.2,,,2014-06-19
,,,,,,,,3-2,48.0,3,Miesque Amour,4.6,,3.8,2,Lucygotgame,11.6,,,,4,Include The Wahoos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-2,21.0,2-6,22.6,2,Shere Khan,5.2,2.4,14.6,6,Enlisted Man,2.8,2.1,2-6-4-7,129.6,4,One Brave Warrior,2.2,,,,,,,,,,,,,,,,,,,,,,,,,5-6,15.6,6-7,45.0,6,Magical Moment,4.0,2.6,8.2,,,,,7,Froggyville,5.8,2.8,6-7-5-1,344.4,5,Flattermejim,2.2,,,6-8,74.6,8-6,54.0,8,One Thousand Watts,6.6,3.8,13.6,,,6,Lola Getz,5.2,3.0,8-6-3-1,1778.0,3,Kerisma,3.0,,,8-2,63.8,2-5,300.8,2,Mizzen Miss,4.0,2.8,6.2,,,5,Our Jenny B,30.0,13.2,2-5-11-9,19249.0,11,Moonlit Stroll,3.0,,,2-7,17.8,7-1,64.2,7,Thunder's Rollin',3.0,2.6,4.8,,,,,1,He's A Bling,10.8,5.0,7-1-4-5,841.8,4,Aces High,4.0,,,7-5,43.8,5-2,262.6,5,Avanzare,7.0,4.2,11.6,,,2,Seton Hall,21.2,8.4,5-2-9-8,14945.0,9,Olympic Thunder (brz),5.0,,,5-4,31.6,4-3,31.2,4,Viva Majorca,3.4,2.6,4.8,,,,,,,3,Conquest Two Step,7.8,5.6,4-3-2-10,1223.0,2,Duval,4.4,,,2014-06-20
,,,,,,,,3-6,20.2,3,Tripledogdareya,3.8,2.2,9.4,6,Abelha Maestra,3.0,2.1,3-6-2-1,76.4,2,I Want Out,2.6,3-6-2,46.6,4-2,57.8,2-6,187.4,2,Sweet Platinum,11.4,7.6,23.6,,,,,,,6,Zip N Run,7.8,5.4,2-6-10-5,24342.0,10,Cha Mono,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3-4,50.2,4-5,73.2,4,Indygo Star,4.8,2.8,10.6,5,Hillbury Estate,7.4,3.6,4-5-3-2,464.4,3,Summer Camp,2.6,,,4-2,71.8,2-6,21.2,2,Transylvania Flash,4.0,2.6,13.0,,,6,Oldwick,2.2,2.1,2-6-1-4,92.6,1,Wordly Dreamer,2.6,,,2-1,49.4,1-2,34.0,1,Law Dog,3.8,2.8,6.8,,,,,2,Cielo Classic,5.0,3.6,1-2-4-7,443.8,4,Full,3.0,,,1-4,11.8,4-1,10.8,4,Q Two,2.8,2.2,3.6,,,1,Playball Tony,3.6,2.4,,,7,Mr. Swagger,2.2,4-1-7,20.4,4-8,24.4,8-7,69.0,8,Patricia's Kitten,5.4,3.2,9.0,,,7,Fivefeethi Nrisen,9.0,4.0,8-7-3-5,526.2,3,Kiss,2.6,,,8-6,122.8,6-3,358.4,6,Dreams Cut Short,15.6,9.4,38.0,,,,,3,Saturday Launch,11.4,6.6,6-3-11-9,57316.8,11,Paroled,6.2,,,6-3,89.8,3-4,13.8,3,Promise Me Silver,3.2,2.6,6.2,,,4,Unbridled Reward,3.0,2.6,3-4-1-2,272.0,1,Rousanne,4.2,,,3-4,14.4,4-9,13.2,4,Speedinthruthecity,3.0,2.2,4.2,,,,,,,9,Anahauc,3.4,2.8,4-9-7-5,97.0,7,Devious D'oro,2.6,,,2014-06-21
,,,,,,,,3-4,20.4,3,Barber Shop Rock,2.8,2.6,5.4,4,Tap And Trade,3.8,2.8,3-4-2-5,482.8,2,Grey Oak,3.6,3-4-2,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6,10.4,6-4,11.6,6,Prosecution,2.1,2.1,3.0,4,Go Go Rocket,3.4,2.4,6-4-2-5,122.6,2,Escape Artist,2.8,,,6-2,15.6,2-8,50.2,2,Littlemissperfect,3.6,2.6,6.6,,,8,Ms. Zenergy,6.6,4.4,2-8-6-5,942.4,6,Our Rockin Ruby,3.4,,,2-8,50.8,8-6,21.0,8,Take Charge Brandi,3.6,3.2,8.2,,,,,6,Conquest Archangel,2.6,2.4,8-6-9-7,315.2,9,Sugar Heaven,3.8,,,8-2,102.2,2-4,64.6,2,Kiss To Remember,9.4,5.4,23.4,,,4,Elusive Fate,3.8,2.4,2-4-7-3,1414.6,7,Sassy Kiss,3.6,,,2-8,54.4,8-5,28.2,8,Bedford Land,2.8,2.2,3.6,,,5,Chocolate Cherries,7.6,4.2,8-5-1-4,316.6,1,Greely's Striker,2.6,,,8-2,14.4,2-1,62.2,2,Zamquick,3.2,3.0,5.0,,,,,1,Hasilah,10.2,7.2,2-1-5-10,2760.0,5,Kitty's Giant,7.4,,,2-12,63.6,12-11,86.0,12,Ouimet,8.6,4.6,19.2,,,11,Bull Dozer,4.6,3.0,12-11-10-5,1316.6,10,Red Hot Randy,2.6,,,12-7,49.4,7-6,22.4,7,El Zohan,2.8,2.2,3.8,,,,,,,6,Column,4.6,3.2,7-6-1-3,779.0,1,Charismatic Pulpit,4.4,,,2014-06-22
,,,,,,,,3-1,37.6,3,Rip And Roll,5.2,4.0,9.6,1,Deep Dive,3.4,2.4,3-1-5-6,390.6,5,Haunted,3.8,3-1-5,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-1,124.0,1-2,30.0,1,Grip Hands,4.2,3.2,19.6,2,The Absolute One,2.2,2.1,1-2-5-3,435.8,5,Sasueno,2.6,,,1-5,56.0,5-6,42.8,5,Ginny's Grey,3.6,,5.0,,,6,True Blue Julie,7.0,,,,2,Courtly Flyer,,5-6-2,175.2,5-3,29.0,3-1,30.4,3,Rod Mcleod,4.8,3.6,14.8,,,,,1,Revolver,2.6,2.2,3-1-6-8,1281.4,6,Gasupthejet,5.0,,,3-2,31.0,2-7,33.6,2,Taketheodds,2.8,2.1,3.6,,,7,Graceful Rage,7.6,3.8,2-7-3-1,509.8,3,Assured,2.6,,,2-8,81.6,8-4,492.4,8,Sky Alert,19.2,9.4,45.2,,,4,Aroney,10.4,7.0,8-4-2-10,12885.6,2,Mr. Jeeves,5.6,,,8-2,270.4,2-3,31.0,2,She's Got Swag,4.2,3.2,10.0,,,,,3,Ocean Bertie,3.2,2.4,2-3-4-6,1437.8,4,Liberated,6.0,,,2-1,58.2,1-9,25.6,1,Courageous Julie,3.6,3.0,8.8,,,9,Pretty Fancy,3.8,2.4,1-9-2-8,282.8,2,Streethomealabama,2.8,,,1-7,67.4,7-3,218.0,7,Above The Bar,5.0,3.8,9.0,,,,,,,3,Hypothetical,13.4,8.8,7-3-5-1,4363.4,5,Purgenality,9.8,,,2014-06-26
